Account Number,Transaction Description,Transaction Date,Transaction Type,Transaction Amount,Balance
X#X#,Withdrawal from AIRBNB * HM8JJN3 AIRBNB * H,02/22/24,Debit,113.14,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,02/20/24,Debit,684.58,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,02/20/24,Debit,129.63,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,02/20/24,Debit,44.44,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,02/20/24,Debit,7.5,XX.XX
X#X#,Deposit from VENMO CASHOUT,02/20/24,Credit,52.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 499804,02/15/24,Credit,925.01,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,02/12/24,Debit,31.11,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,02/05/24,Debit,444.44,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,02/05/24,Debit,129.63,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,02/05/24,Debit,44.44,XX.XX
X#X#,Withdrawal to Someones Checking Account XXXXXXXX#X#,02/03/24,Debit,62.22,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 186186,02/01/24,Credit,925.01,XX.XX
X#X#,Monthly Interest Paid,01/31/24,Credit,0.07,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,01/31/24,Debit,356.66,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,01/31/24,Debit,177.79,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/29/24,Debit,93.33,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,01/25/24,Debit,382.63,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,01/25/24,Debit,305.92,XX.XX
X#X#,Deposit from VENMO CASHOUT,01/23/24,Credit,73.33,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,01/19/24,Debit,126.03,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,01/19/24,Debit,94.07,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,01/18/24,Debit,129.63,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,01/18/24,Debit,44.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 832187,01/18/24,Credit,432.56,XX.XX
X#X#,Deposit from PAYPAL from ELLEN HEALY TRANSFER,01/18/24,Credit,22.24,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/16/24,Debit,48.89,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/16/24,Debit,24.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 677915,01/12/24,Credit,925.01,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/08/24,Debit,19.11,XX.XX
X#X#,Deposit from VENMO CASHOUT,01/08/24,Credit,67.56,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/05/24,Debit,11.56,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,01/03/24,Debit,129.7,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,01/03/24,Debit,44.44,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,01/03/24,Debit,939.6,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,01/03/24,Debit,77.12,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,01/02/24,Debit,12.44,XX.XX
X#X#,Monthly Interest Paid,12/31/23,Credit,0.06,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 324899,12/29/23,Credit,917.24,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,12/19/23,Debit,329.34,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,12/19/23,Debit,203.27,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,12/18/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,12/18/23,Debit,44.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 984443,12/15/23,Credit,917.24,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,12/11/23,Debit,152.63,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,12/11/23,Debit,60.14,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,12/04/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,12/04/23,Debit,44.44,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,12/02/23,Debit,1286.48,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 679722,12/01/23,Credit,917.24,XX.XX
X#X#,Monthly Interest Paid,11/30/23,Credit,0.08,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,11/30/23,Debit,195.56,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,11/20/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,11/20/23,Debit,44.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 284707,11/15/23,Credit,930.55,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,11/03/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,11/03/23,Debit,44.44,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,11/02/23,Debit,359.19,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,11/02/23,Debit,188.36,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 001677,11/01/23,Credit,930.55,XX.XX
X#X#,Monthly Interest Paid,10/31/23,Credit,0.11,XX.XX
X#X#,Deposit from OTHEREMPLOYER ACH Single,10/30/23,Credit,6.66,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,10/26/23,Debit,751.04,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,10/26/23,Debit,574.77,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,10/18/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,10/18/23,Debit,44.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 526308,10/13/23,Credit,930.55,XX.XX
X#X#,Deposit from VENMO CASHOUT,10/06/23,Credit,320.58,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,10/06/23,Debit,232.91,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,10/06/23,Debit,182.08,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,10/03/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,10/03/23,Debit,44.44,XX.XX
X#X#,Monthly Interest Paid,09/30/23,Credit,0.04,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 250836,09/29/23,Credit,930.55,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,09/19/23,Debit,786.2,XX.XX
X#X#,Withdrawal from BANKACCT ONLINE PMT,09/19/23,Debit,517.94,XX.XX
X#X#,Withdrawal to CD XXXXXXX3423,09/18/23,Debit,44444.44,XX.XX
X#X#,Wire Deposit,09/18/23,Credit,45935.34,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,09/18/23,Debit,253.33,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,09/18/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,09/18/23,Debit,44.44,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,09/16/23,Debit,666.67,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 825468,09/15/23,Credit,930.55,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,09/13/23,Debit,32.44,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,09/05/23,Debit,444.44,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,09/05/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,09/05/23,Debit,44.44,XX.XX
X#X#,Withdrawal to SOMEONEs Checking Account XXXXXXXX#X#,09/02/23,Debit,444.44,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 543414,09/01/23,Credit,930.55,XX.XX
X#X#,Monthly Interest Paid,08/31/23,Credit,0.08,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,09/01/23,Debit,140.2,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/28/23,Debit,20.86,XX.XX
X#X#,Withdrawal to SOMEONEs Checking Account XXXXXXXX#X#,08/27/23,Debit,666.67,XX.XX
X#X#,Law Order - Check Deposit (Mobile),08/26/23,Credit,666.67,XX.XX
X#X#,Law law - Check Deposit (Mobile),08/26/23,Credit,11.11,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/23/23,Debit,4.44,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/21/23,Debit,5.86,XX.XX
X#X#,Withdrawal from INTUIT REVERSAL,08/18/23,Debit,990.13,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,08/18/23,Debit,141.41,XX.XX
X#X#,Withdrawal from INVESTACCT BUY INVESTMENT,08/18/23,Debit,44.44,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/18/23,Debit,31.02,XX.XX
X#X#,Deposit from VENMO CASHOUT,08/18/23,Credit,88.0,XX.XX
X#X#,Zelle money sent to FRANKIE RUIZ,08/17/23,Debit,224.44,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/17/23,Debit,27.11,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,08/16/23,Debit,159.07,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,08/16/23,Debit,146.51,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,08/16/23,Debit,57.87,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAYROLL,08/15/23,Credit,990.13,XX.XX
X#X#,Deposit from OTHEREMPLOYER PAY 114059,08/15/23,Credit,930.55,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/14/23,Debit,40.21,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/14/23,Debit,14.3,XX.XX
X#X#,Withdrawal from VENMO PAYMENT,08/14/23,Debit,11.11,XX.XX
X#X#,Withdrawal from BANKACCT MOBILE PMT,08/11/23,Debit,380.83,XX.XX
X#X#,Deposit from GUSTO ACCTVERIFY,08/09/23,Credit,0.0,XX.XX
